NAME,B01001_001E,state,county
"Nobles County, Minnesota",21839,27,105
"Nodaway County, Missouri",22547,29,147
"Nolan County, Texas",14966,48,353
"Nome Census Area, Alaska",9925,02,180
"Norfolk County, Massachusetts",698249,25,021
"Norfolk city, Virginia",245592,51,710
"Norman County, Minnesota",6559,27,107
"North Slope Borough, Alaska",9797,02,185
"Northampton County, North Carolina",20186,37,131
"Northampton County, Pennsylvania",301778,42,095
"Northampton County, Virginia",11957,51,131
"Northumberland County, Pennsylvania",92325,42,097
"Northumberland County, Virginia",12223,51,133
"Northwest Arctic Borough, Alaska",7734,02,188
"Norton County, Kansas",5486,20,137
"Norton city, Virginia",3990,51,720
"Nottoway County, Virginia",15500,51,135
"Nowata County, Oklahoma",10383,40,105
"Noxubee County, Mississippi",10828,28,103
"Nuckolls County, Nebraska",4275,31,129
"Nueces County, Texas",360486,48,355
"Nye County, Nevada",43705,32,023
"O'Brien County, Iowa",13911,19,141
"Oakland County, Michigan",1250843,26,125
"Obion County, Tennessee",30520,47,131
"Ocean County, New Jersey",591939,34,029
"Oceana County, Michigan",26417,26,127
"Ochiltree County, Texas",10348,48,357
"Oconee County, Georgia",37017,13,219
"Oconee County, South Carolina",76696,45,073
"Oconto County, Wisconsin",37556,55,083
"Ogemaw County, Michigan",20928,26,129
"Oglala Lakota County, South Dakota",14335,46,102
"Ogle County, Illinois",51328,17,141
"Oglethorpe County, Georgia",14784,13,221
"Ohio County, Indiana",5887,18,115
"Ohio County, Kentucky",24071,21,183
"Ohio County, West Virginia",42547,54,069
"Okaloosa County, Florida",200737,12,091
"Okanogan County, Washington",41638,53,047
"Okeechobee County, Florida",40572,12,093
"Okfuskee County, Oklahoma",12115,40,107
"Oklahoma County, Oklahoma",782051,40,109
"Okmulgee County, Oklahoma",38889,40,111
"Oktibbeha County, Mississippi",49481,28,105
"Oldham County, Kentucky",65374,21,185
"Oldham County, Texas",2090,48,359
"Oliver County, North Dakota",1837,38,065
"Olmsted County, Minnesota",153065,27,109
"Oneida County, Idaho",4326,16,071
"Oneida County, New York",230782,36,065
"Oneida County, Wisconsin",35345,55,085
"Onondaga County, New York",464242,36,067
"Onslow County, North Carolina",193912,37,133
"Ontario County, New York",109472,36,069
"Ontonagon County, Michigan",5968,26,131
"Orange County, California",3164182,06,059
"Orange County, Florida",1321194,12,095
"Orange County, Indiana",19547,18,117
"Orange County, New York",378227,36,071
"Orange County, North Carolina",142938,37,135
"Orange County, Texas",84047,48,361
"Orange County, Vermont",28937,50,017
"Orange County, Virginia",35612,51,137
"Orangeburg County, South Carolina",88454,45,075
"Oregon County, Missouri",10699,29,149
"Orleans County, New York",41175,36,073
"Orleans County, Vermont",26911,50,019
"Orleans Parish, Louisiana",389648,22,071
"Orocovis Municipio, Puerto Rico",21407,72,107
"Osage County, Kansas",15882,20,139
"Osage County, Missouri",13619,29,151
"Osage County, Oklahoma",47311,40,113
"Osborne County, Kansas",3603,20,141
"Osceola County, Florida",338619,12,097
"Osceola County, Iowa",6115,19,143
"Osceola County, Michigan",23232,26,133
"Oscoda County, Michigan",8277,26,135
"Oswego County, New York",119104,36,075
"Otero County, Colorado",18325,08,089
"Otero County, New Mexico",65745,35,035
"Otoe County, Nebraska",15896,31,131
"Otsego County, Michigan",24397,26,137
"Otsego County, New York",60244,36,077
"Ottawa County, Kansas",5902,20,143
"Ottawa County, Michigan",284034,26,139
"Ottawa County, Ohio",40709,39,123
"Ottawa County, Oklahoma",31566,40,115
"Otter Tail County, Minnesota",57992,27,111
"Ouachita County, Arkansas",24106,05,103
"Ouachita Parish, Louisiana",156075,22,073
"Ouray County, Colorado",4722,08,091
"Outagamie County, Wisconsin",184754,55,087
"Overton County, Tennessee",22004,47,133
"Owen County, Indiana",20878,18,119
"Owen County, Kentucky",10741,21,187
"Owsley County, Kentucky",4463,21,189
"Owyhee County, Idaho",11455,16,073
"Oxford County, Maine",57325,23,017
"Ozark County, Missouri",9236,29,153
"Ozaukee County, Wisconsin",88284,55,089
"Pacific County, Washington",21281,53,049
"Page County, Iowa",15363,19,145
"Page County, Virginia",23749,51,139
"Palm Beach County, Florida",1446277,12,099
"Palo Alto County, Iowa",9055,19,147
"Palo Pinto County, Texas",28317,48,363
"Pamlico County, North Carolina",12742,37,137
"Panola County, Mississippi",34243,28,107
"Panola County, Texas",23440,48,365
"Park County, Colorado",17392,08,093
"Park County, Montana",16246,30,067
"Park County, Wyoming",29121,56,029
"Parke County, Indiana",16996,18,121
"Parker County, Texas",129802,48,367
"Parmer County, Texas",9852,48,369
"Pasco County, Florida",510593,12,101
"Pasquotank County, North Carolina",39479,37,139
"Passaic County, New Jersey",504041,34,031
"Patillas Municipio, Puerto Rico",17334,72,109
"Patrick County, Virginia",17859,51,141
"Paulding County, Georgia",155840,13,223
"Paulding County, Ohio",18872,39,125
"Pawnee County, Kansas",6709,20,145
"Pawnee County, Nebraska",2676,31,133
"Pawnee County, Oklahoma",16428,40,117
"Payette County, Idaho",23041,16,075
"Payne County, Oklahoma",81512,40,119
"Peach County, Georgia",26966,13,225
"Pearl River County, Mississippi",55149,28,109
"Pecos County, Texas",15797,48,371
"Pembina County, North Dakota",7016,38,067
"Pemiscot County, Missouri",17031,29,155
"Pend Oreille County, Washington",13219,53,051
"Pender County, North Carolina",59020,37,141
"Pendleton County, Kentucky",14520,21,191
"Pendleton County, West Virginia",7056,54,071
"Pennington County, Minnesota",14184,27,113
"Pennington County, South Dakota",109294,46,103
"Penobscot County, Maine",151748,23,019
"Peoria County, Illinois",184463,17,143
"Pepin County, Wisconsin",7262,55,091
"Perkins County, Nebraska",2907,31,135
"Perkins County, South Dakota",2907,46,105
"Perquimans County, North Carolina",13459,37,143
"Perry County, Alabama",9486,01,105
"Perry County, Arkansas",10322,05,105
"Perry County, Illinois",21384,17,145
"Perry County, Indiana",19141,18,123
"Perry County, Kentucky",26917,21,193
"Perry County, Mississippi",12028,28,111
"Perry County, Missouri",19146,29,157
"Perry County, Ohio",35985,39,127
"Perry County, Pennsylvania",45924,42,099
"Perry County, Tennessee",7912,47,135
"Pershing County, Nevada",6611,32,027
"Person County, North Carolina",39305,37,145
"Petersburg Borough, Alaska",3255,02,195
"Petersburg city, Virginia",31827,51,730
"Petroleum County, Montana",432,30,069
"Pettis County, Missouri",42371,29,159
"Peñuelas Municipio, Puerto Rico",20984,72,111
"Phelps County, Missouri",44789,29,161
"Phelps County, Nebraska",9120,31,137
"Philadelphia County, Pennsylvania",1575522,42,101
"Phillips County, Arkansas",19034,05,107
"Phillips County, Colorado",4318,08,095
"Phillips County, Kansas",5408,20,147
"Phillips County, Montana",4124,30,071
"Piatt County, Illinois",16427,17,147
"Pickaway County, Ohio",57420,39,129
"Pickens County, Alabama",20298,01,107
"Pickens County, Georgia",30832,13,227
"Pickens County, South Carolina",122746,45,077
"Pickett County, Tennessee",5088,47,137
"Pierce County, Georgia",19164,13,229
"Pierce County, Nebraska",7157,31,139
"Pierce County, North Dakota",4210,38,069
"Pierce County, Washington",859840,53,053
"Pierce County, Wisconsin",41603,55,093
"Pike County, Alabama",33403,01,109
"Pike County, Arkansas",10808,05,109
"Pike County, Georgia",18082,13,231
"Pike County, Illinois",15754,17,149
"Pike County, Indiana",12411,18,125
"Pike County, Kentucky",60483,21,195
"Pike County, Mississippi",39737,28,113
"Pike County, Missouri",18489,29,163
"Pike County, Ohio",28214,39,131
"Pike County, Pennsylvania",55498,42,103
"Pima County, Arizona",1019722,04,019
"Pinal County, Arizona",419721,04,021
"Pine County, Minnesota",29129,27,115
"Pinellas County, Florida",957875,12,103
"Pipestone County, Minnesota",9185,27,117
"Piscataquis County, Maine",16887,23,021
"Pitkin County, Colorado",17909,08,097
"Pitt County, North Carolina",177372,37,147
"Pittsburg County, Oklahoma",44382,40,121
"Pittsylvania County, Virginia",61676,51,143
"Piute County, Utah",1904,49,031
"Placer County, California",380077,06,061
"Plaquemines Parish, Louisiana",23373,22,075
"Platte County, Missouri",98824,29,165
"Platte County, Nebraska",33063,31,141
"Platte County, Wyoming",8673,56,031
"Pleasants County, West Virginia",7507,54,073
"Plumas County, California",18699,06,063
"Plymouth County, Iowa",25039,19,149
"Plymouth County, Massachusetts",512135,25,023
"Pocahontas County, Iowa",6898,19,151
"Pocahontas County, West Virginia",8531,54,075
"Poinsett County, Arkansas",24054,05,111
"Pointe Coupee Parish, Louisiana",22158,22,077
"Polk County, Arkansas",20163,05,113
"Polk County, Florida",668671,12,105
"Polk County, Georgia",41621,13,233
"Polk County, Iowa",474274,19,153
"Polk County, Minnesota",31591,27,119
"Polk County, Missouri",31549,29,167
"Polk County, Nebraska",5255,31,143
"Polk County, North Carolina",20458,37,149
"Polk County, Oregon",81427,41,053
"Polk County, Tennessee",16782,47,139
"Polk County, Texas",47837,48,373
"Polk County, Wisconsin",43349,55,095
"Ponce Municipio, Puerto Rico",143926,72,113
"Pondera County, Montana",6044,30,073
"Pontotoc County, Mississippi",31315,28,115
"Pontotoc County, Oklahoma",38358,40,123
"Pope County, Arkansas",63644,05,115
"Pope County, Illinois",4249,17,151
"Pope County, Minnesota",10980,27,121
"Poquoson city, Virginia",12039,51,735
"Portage County, Ohio",162644,39,133
"Portage County, Wisconsin",70599,55,097
"Porter County, Indiana",168041,18,127
"Portsmouth city, Virginia",95311,51,740
"Posey County, Indiana",25589,18,129
"Pottawatomie County, Kansas",23545,20,149
"Pottawatomie County, Oklahoma",72000,40,125
"Pottawattamie County, Iowa",93503,19,155
"Potter County, Pennsylvania",16937,42,105
"Potter County, South Dakota",2326,46,107
"Potter County, Texas",120899,48,375
"Powder River County, Montana",1619,30,075
"Powell County, Kentucky",12321,21,197
"Powell County, Montana",6861,30,077
"Power County, Idaho",7713,16,077
"Poweshiek County, Iowa",18605,19,157
"Powhatan County, Virginia",28574,51,145
"Prairie County, Arkansas",8244,05,117
"Prairie County, Montana",1342,30,079
"Pratt County, Kansas",9582,20,151
"Preble County, Ohio",41207,39,135
"Prentiss County, Mississippi",25360,28,117
"Presidio County, Texas",7123,48,377
"Presque Isle County, Michigan",12797,26,141
"Preston County, West Virginia",33837,54,077
"Price County, Wisconsin",13490,55,099
"Prince Edward County, Virginia",22956,51,147
"Prince George County, Virginia",37894,51,149
"Prince George's County, Maryland",906202,24,033
"Prince William County, Virginia",456749,51,153
"Prince of Wales-Hyder Census Area, Alaska",6474,02,198
"Providence County, Rhode Island",634533,44,007
"Prowers County, Colorado",12052,08,099
"Pueblo County, Colorado",164685,08,101
"Pulaski County, Arkansas",393463,05,119
"Pulaski County, Georgia",11295,13,235
"Pulaski County, Illinois",5611,17,153
"Pulaski County, Indiana",12660,18,131
"Pulaski County, Kentucky",64145,21,199
"Pulaski County, Missouri",52591,29,169
"Pulaski County, Virginia",34234,51,155
"Pushmataha County, Oklahoma",11119,40,127
"Putnam County, Florida",72766,12,107
"Putnam County, Georgia",21503,13,237
"Putnam County, Illinois",5746,17,155
"Putnam County, Indiana",37559,18,133
"Putnam County, Missouri",4815,29,171
"Putnam County, New York",99070,36,079
"Putnam County, Ohio",33969,39,137
"Putnam County, Tennessee",76440,47,141
"Putnam County, West Virginia",56652,54,079
"Quay County, New Mexico",8373,35,037
"Quebradillas Municipio, Puerto Rico",24036,72,115
"Queen Anne's County, Maryland",49355,24,035
"Queens County, New York",2298513,36,081
"Quitman County, Georgia",2276,13,239
"Quitman County, Mississippi",7372,28,119
"Rabun County, Georgia",16457,13,241
"Racine County, Wisconsin",195398,55,101
"Radford city, Virginia",17630,51,750
"Rains County, Texas",11473,48,379
"Raleigh County, West Virginia",76232,54,081
"Ralls County, Missouri",10217,29,173
"Ramsey County, Minnesota",541493,27,123
"Ramsey County, North Dakota",11557,38,071
"Randall County, Texas",132475,48,381
"Randolph County, Alabama",22574,01,111
"Randolph County, Arkansas",17603,05,121
"Randolph County, Georgia",7087,13,243
"Randolph County, Illinois",32546,17,157
"Randolph County, Indiana",25076,18,135
"Randolph County, Missouri",24945,29,175
"Randolph County, North Carolina",142958,37,151
"Randolph County, West Virginia",29065,54,083
"Rankin County, Mississippi",151240,28,121
"Ransom County, North Dakota",5361,38,073
"Rapides Parish, Louisiana",131546,22,079
"Rappahannock County, Virginia",7332,51,157
"Ravalli County, Montana",41902,30,081
"Rawlins County, Kansas",2509,20,153
"Ray County, Missouri",22825,29,177
"Reagan County, Texas",3752,48,383
"Real County, Texas",3389,48,385
"Red Lake County, Minnesota",4008,27,125
"Red River County, Texas",12275,48,387
"Red River Parish, Louisiana",8618,22,081
"Red Willow County, Nebraska",10806,31,145
"Redwood County, Minnesota",15331,27,127
"Reeves County, Texas",15125,48,389
"Refugio County, Texas",7236,48,391
"Reno County, Kansas",63101,20,155
"Rensselaer County, New York",159431,36,083
"Renville County, Minnesota",14721,27,129
"Renville County, North Dakota",2495,38,075
"Republic County, Kansas",4686,20,157
"Reynolds County, Missouri",6315,29,179
"Rhea County, Tennessee",32628,47,143
"Rice County, Kansas",9762,20,159
"Rice County, Minnesota",65765,27,131
"Rich County, Utah",2350,49,033
"Richardson County, Nebraska",8009,31,147
"Richland County, Illinois",15881,17,159
"Richland County, Montana",11360,30,083
"Richland County, North Dakota",16288,38,077
"Richland County, Ohio",121324,39,139
"Richland County, South Carolina",408263,45,079
"Richland County, Wisconsin",17539,55,103
"Richland Parish, Louisiana",20474,22,083
"Richmond County, Georgia",201463,13,245
"Richmond County, New York",474101,36,085
"Richmond County, North Carolina",45189,37,153
"Richmond County, Virginia",8878,51,159
"Richmond city, Virginia",223787,51,760
"Riley County, Kansas",75296,20,161
"Rincón Municipio, Puerto Rico",14269,72,117
"Ringgold County, Iowa",4984,19,159
"Rio Arriba County, New Mexico",39307,35,039
"Rio Blanco County, Colorado",6465,08,103
"Rio Grande County, Colorado",11351,08,105
"Ripley County, Indiana",28425,18,137
"Ripley County, Missouri",13693,29,181
"Ritchie County, West Virginia",9932,54,085
"Riverside County, California",2383286,06,065
"Roane County, Tennessee",52897,47,145
"Roane County, West Virginia",14205,54,087
"Roanoke County, Virginia",93583,51,161
"Roanoke city, Virginia",99621,51,770
"Roberts County, South Dakota",10285,46,109
"Roberts County, Texas",885,48,393
"Robertson County, Kentucky",2143,21,201
"Robertson County, Tennessee",69344,47,147
"Robertson County, Texas",16890,48,395
"Robeson County, North Carolina",133442,37,155
"Rock County, Minnesota",9413,27,133
"Rock County, Nebraska",1350,31,149
"Rock County, Wisconsin",161769,55,105
"Rock Island County, Illinois",145275,17,161
"Rockbridge County, Virginia",22509,51,163
"Rockcastle County, Kentucky",16827,21,203
"Rockdale County, Georgia",89011,13,247
"Rockingham County, New Hampshire",305129,33,015
"Rockingham County, North Carolina",91270,37,157
"Rockingham County, Virginia",79444,51,165
"Rockland County, New York",323686,36,087
"Rockwall County, Texas",93642,48,397
"Roger Mills County, Oklahoma",3708,40,129
"Rogers County, Oklahoma",90814,40,131
"Rolette County, North Dakota",14603,38,079
"Rooks County, Kansas",5118,20,163
"Roosevelt County, Montana",11228,30,085
"Roosevelt County, New Mexico",19117,35,041
"Roscommon County, Michigan",23877,26,143
"Roseau County, Minnesota",15462,27,135
"Rosebud County, Montana",9250,30,087
"Ross County, Ohio",77051,39,141
"Routt County, Colorado",24874,08,107
"Rowan County, Kentucky",24499,21,205
"Rowan County, North Carolina",139605,37,159
"Runnels County, Texas",10310,48,399
"Rush County, Indiana",16704,18,139
"Rush County, Kansas",3102,20,165
"Rusk County, Texas",53595,48,401
"Rusk County, Wisconsin",14183,55,107
"Russell County, Alabama",58213,01,113
"Russell County, Kansas",6977,20,167
"Russell County, Kentucky",17760,21,207
"Russell County, Virginia",27408,51,167
"Rutherford County, North Carolina",66532,37,161
"Rutherford County, Tennessee",307128,47,149
"Rutland County, Vermont",59273,50,021
"Río Grande Municipio, Puerto Rico",50550,72,119
"Sabana Grande Municipio, Puerto Rico",23054,72,121
"Sabine County, Texas",10458,48,403
"Sabine Parish, Louisiana",24088,22,085
"Sac County, Iowa",9868,19,161
"Sacramento County, California",1510023,06,067
"Sagadahoc County, Maine",35277,23,023
"Saginaw County, Michigan",192778,26,145
"Saguache County, Colorado",6468,08,109
"Salem County, New Jersey",63336,34,033
"Salem city, Virginia",25519,51,775
"Salinas Municipio, Puerto Rico",28633,72,123
"Saline County, Arkansas",118009,05,125
"Saline County, Illinois",24231,17,165
"Saline County, Kansas",54977,20,169
"Saline County, Missouri",23102,29,195
"Saline County, Nebraska",14288,31,151
"Salt Lake County, Utah",1120805,49,035
"Saluda County, South Carolina",20299,45,081
"Sampson County, North Carolina",63561,37,163
"San Augustine County, Texas",8327,48,405
"San Benito County, California",59416,06,069
"San Bernardino County, California",2135413,06,071
"San Diego County, California",3302833,06,073
"San Francisco County, California",870044,06,075
"San Germán Municipio, Puerto Rico",32114,72,125
"San Jacinto County, Texas",27819,48,407
"San Joaquin County, California",732212,06,077
"San Juan County, Colorado",544,08,111
"San Juan County, New Mexico",127455,35,045
"San Juan County, Utah",15281,49,037
"San Juan County, Washington",16473,53,055
"San Juan Municipio, Puerto Rico",344606,72,127
"San Lorenzo Municipio, Puerto Rico",37873,72,129
"San Luis Obispo County, California",281455,06,079
"San Mateo County, California",765935,06,081
"San Miguel County, Colorado",7968,08,113
"San Miguel County, New Mexico",28034,35,047
"San Patricio County, Texas",67046,48,409
"San Saba County, Texas",5962,48,411
"San Sebastián Municipio, Puerto Rico",37964,72,131
"Sanborn County, South Dakota",2388,46,111
"Sanders County, Montana",11521,30,089
"Sandoval County, New Mexico",140769,35,043
"Sandusky County, Ohio",59299,39,143
"Sangamon County, Illinois",197661,17,167
"Sanilac County, Michigan",41376,26,151
"Sanpete County, Utah",29366,49,039
"Santa Barbara County, California",443738,06,083
"Santa Clara County, California",1922200,06,085
"Santa Cruz County, Arizona",46584,04,023
"Santa Cruz County, California",273765,06,087
"Santa Fe County, New Mexico",148917,35,049
"Santa Isabel Municipio, Puerto Rico",22066,72,133
"Santa Rosa County, Florida",170442,12,113
"Sarasota County, Florida",412144,12,115
"Saratoga County, New York",227377,36,091
"Sargent County, North Dakota",3883,38,081
"Sarpy County, Nebraska",178351,31,153
"Sauk County, Wisconsin",63596,55,111
"Saunders County, Nebraska",21024,31,155
"Sawyer County, Wisconsin",16370,55,113
"Schenectady County, New York",154883,36,093
"Schleicher County, Texas",3061,48,413
"Schley County, Georgia",5211,13,249
"Schoharie County, New York",31364,36,095
"Schoolcraft County, Michigan",8069,26,153
"Schuyler County, Illinois",7064,17,169
"Schuyler County, Missouri",4502,29,197
"Schuyler County, New York",17992,36,097
"Schuylkill County, Pennsylvania",143555,42,107
"Scioto County, Ohio",76377,39,145
"Scotland County, Missouri",4898,29,199
"Scotland County, North Carolina",35262,37,165
"Scott County, Arkansas",10442,05,127
"Scott County, Illinois",5047,17,171
"Scott County, Indiana",23743,18,143
"Scott County, Iowa",172288,19,163
"Scott County, Kansas",4949,20,171
"Scott County, Kentucky",53517,21,209
"Scott County, Minnesota",143372,27,139
"Scott County, Mississippi",28415,28,123
"Scott County, Missouri",38729,29,201
"Scott County, Tennessee",21954,47,151
"Scott County, Virginia",22009,51,169
"Scotts Bluff County, Nebraska",36255,31,157
"Screven County, Georgia",13990,13,251
"Scurry County, Texas",17239,48,415
"Searcy County, Arkansas",7923,05,129
"Sebastian County, Arkansas",127461,05,131
"Sedgwick County, Colorado",2350,08,115
"Sedgwick County, Kansas",512064,20,173
"Seminole County, Florida",455086,12,117
"Seminole County, Georgia",8437,13,253
"Seminole County, Oklahoma",25071,40,133
"Seneca County, New York",34612,36,099
"Seneca County, Ohio",55475,39,147
"Sequatchie County, Tennessee",14730,47,153
"Sequoyah County, Oklahoma",41359,40,135
"Sevier County, Arkansas",17193,05,133
"Sevier County, Tennessee",96287,47,155
"Sevier County, Utah",21118,49,041
"Seward County, Kansas",22692,20,175
"Seward County, Nebraska",17127,31,159
"Shackelford County, Texas",3311,48,417
"Shannon County, Missouri",8246,29,203
"Sharkey County, Mississippi",4511,28,125
"Sharp County, Arkansas",17043,05,135
"Shasta County, California",179085,06,089
"Shawano County, Wisconsin",41009,55,115
"Shawnee County, Kansas",178284,20,177
"Sheboygan County, Wisconsin",115205,55,117
"Shelby County, Alabama",211261,01,117
"Shelby County, Illinois",21832,17,173
"Shelby County, Indiana",44399,18,145
"Shelby County, Iowa",11694,19,165
"Shelby County, Kentucky",46786,21,211
"Shelby County, Missouri",6061,29,205
"Shelby County, Ohio",48797,39,149
"Shelby County, Tennessee",937005,47,157
"Shelby County, Texas",25478,48,419
"Shenandoah County, Virginia",43045,51,171
"Sherburne County, Minnesota",93231,27,141
"Sheridan County, Kansas",2506,20,179
"Sheridan County, Montana",3574,30,091
"Sheridan County, Nebraska",5234,31,161
"Sheridan County, North Dakota",1405,38,083
"Sheridan County, Wyoming",30012,56,033
"Sherman County, Kansas",5966,20,181
"Sherman County, Nebraska",3042,31,163
"Sherman County, Oregon",1605,41,055
"Sherman County, Texas",3058,48,421
"Shiawassee County, Michigan",68493,26,155
"Shoshone County, Idaho",12526,16,079
"Sibley County, Minnesota",14912,27,143
"Sierra County, California",2930,06,091
"Sierra County, New Mexico",11135,35,051
"Silver Bow County, Montana",34814,30,093
"Simpson County, Kentucky",18063,21,213
"Simpson County, Mississippi",27073,28,127
"Sioux County, Iowa",34825,19,167
"Sioux County, Nebraska",1266,31,165
"Sioux County, North Dakota",4413,38,085
"Siskiyou County, California",43540,06,093
"Sitka City and Borough, Alaska",8738,02,220
"Skagit County, Washington",123907,53,057
"Skagway Municipality, Alaska",1061,02,230
"Skamania County, Washington",11620,53,059
"Slope County, North Dakota",704,38,087
"Smith County, Kansas",3663,20,183
"Smith County, Mississippi",16063,28,129
"Smith County, Tennessee",19458,47,159
"Smith County, Texas",225015,48,423
"Smyth County, Virginia",31059,51,173
"Snohomish County, Washington",786620,53,061
"Snyder County, Pennsylvania",40466,42,109
"Socorro County, New Mexico",17000,35,053
"Solano County, California",438530,06,095
"Somerset County, Maine",50710,23,025
"Somerset County, Maryland",25737,24,039
"Somerset County, New Jersey",330176,34,035
"Somerset County, Pennsylvania",74949,42,111
"Somervell County, Texas",8743,48,425
"Sonoma County, California",501317,06,097
"Southampton County, Virginia",17939,51,175
"Southeast Fairbanks Census Area, Alaska",6876,02,240
"Spalding County, Georgia",64719,13,255
"Spartanburg County, South Carolina",302195,45,083
"Spencer County, Indiana",20526,18,147
"Spencer County, Kentucky",18246,21,215
"Spink County, South Dakota",6543,46,115
"Spokane County, Washington",497875,53,063
"Spotsylvania County, Virginia",131412,51,177
"St. Bernard Parish, Louisiana",45694,22,087
"St. Charles County, Missouri",389985,29,183
"St. Charles Parish, Louisiana",52724,22,089
"St. Clair County, Alabama",87306,01,115
"St. Clair County, Illinois",263463,17,163
"St. Clair County, Michigan",159566,26,147
"St. Clair County, Missouri",9383,29,185
"St. Croix County, Wisconsin",87917,55,109
"St. Francis County, Arkansas",26294,05,123
"St. Francois County, Missouri",66342,29,187
"St. Helena Parish, Louisiana",10411,22,091
"St. James Parish, Louisiana",21357,22,093
"St. John the Baptist Parish, Louisiana",43446,22,095
"St. Johns County, Florida",235503,12,109
"St. Joseph County, Indiana",269240,18,141
"St. Joseph County, Michigan",60897,26,149
"St. Landry Parish, Louisiana",83449,22,097
"St. Lawrence County, New York",109558,36,089
"St. Louis County, Minnesota",200080,27,137
"St. Louis County, Missouri",998684,29,189
"St. Louis city, Missouri",311273,29,510
"St. Lucie County, Florida",305591,12,111
"St. Martin Parish, Louisiana",53752,22,099
"St. Mary Parish, Louisiana",51734,22,101
"St. Mary's County, Maryland",111531,24,037
"St. Tammany Parish, Louisiana",252093,22,103
"Stafford County, Kansas",4214,20,185
"Stafford County, Virginia",144012,51,179
"Stanislaus County, California",539301,06,099
"Stanley County, South Dakota",2997,46,117
"Stanly County, North Carolina",61114,37,167
"Stanton County, Kansas",2063,20,187
"Stanton County, Nebraska",5992,31,167
"Stark County, Illinois",5500,17,175
"Stark County, North Dakota",30876,38,089
"Stark County, Ohio",373475,39,151
"Starke County, Indiana",22941,18,149
"Starr County, Texas",63894,48,427
"Staunton city, Virginia",24452,51,790
"Ste. Genevieve County, Missouri",17871,29,186
"Stearns County, Minnesota",156819,27,145
"Steele County, Minnesota",36676,27,147
"Steele County, North Dakota",1910,38,091
"Stephens County, Georgia",25676,13,257
"Stephens County, Oklahoma",43983,40,137
"Stephens County, Texas",9372,48,429
"Stephenson County, Illinois",45433,17,177
"Sterling County, Texas",1141,48,431
"Steuben County, Indiana",34474,18,151
"Steuben County, New York",96927,36,101
"Stevens County, Kansas",5686,20,189
"Stevens County, Minnesota",9784,27,149
"Stevens County, Washington",44214,53,065
"Stewart County, Georgia",6042,13,259
"Stewart County, Tennessee",13301,47,161
"Stillwater County, Montana",9410,30,095
"Stoddard County, Missouri",29512,29,207
"Stokes County, North Carolina",45905,37,169
"Stone County, Arkansas",12446,05,137
"Stone County, Mississippi",18375,28,131
"Stone County, Missouri",31527,29,209
"Stonewall County, Texas",1385,48,433
"Storey County, Nevada",3941,32,029
"Story County, Iowa",96922,19,169
"Strafford County, New Hampshire",128237,33,017
"Stutsman County, North Dakota",21064,38,093
"Sublette County, Wyoming",9951,56,035
"Suffolk County, Massachusetts",791766,25,025
"Suffolk County, New York",1487901,36,103
"Suffolk city, Virginia",89160,51,800
"Sullivan County, Indiana",20792,18,153
"Sullivan County, Missouri",6317,29,211
"Sullivan County, New Hampshire",43125,33,019
"Sullivan County, New York",75211,36,105
"Sullivan County, Pennsylvania",6177,42,113
"Sullivan County, Tennessee",156734,47,163
"Sully County, South Dakota",1331,46,119
"Summers County, West Virginia",13018,54,089
"Summit County, Colorado",30429,08,117
"Summit County, Ohio",541810,39,153
"Summit County, Utah",40511,49,043
"Sumner County, Kansas",23208,20,191
"Sumner County, Tennessee",179473,47,165
"Sumter County, Alabama",12985,01,119
"Sumter County, Florida",120999,12,119
"Sumter County, Georgia",30352,13,261
"Sumter County, South Carolina",106995,45,085
"Sunflower County, Mississippi",26532,28,133
"Surry County, North Carolina",72099,37,171
"Surry County, Virginia",6600,51,181
"Susquehanna County, Pennsylvania",41340,42,115
"Sussex County, Delaware",219540,10,005
"Sussex County, New Jersey",142298,34,037
"Sussex County, Virginia",11486,51,183
"Sutter County, California",95872,06,101
"Sutton County, Texas",3865,48,435
"Suwannee County, Florida",43924,12,121
"Swain County, North Carolina",14254,37,173
"Sweet Grass County, Montana",3653,30,097
"Sweetwater County, Wyoming",44117,56,037
"Swift County, Minnesota",9411,27,151
"Swisher County, Texas",7484,48,437
"Switzerland County, Indiana",10628,18,155
"Talbot County, Georgia",6378,13,263
"Talbot County, Maryland",37211,24,041
"Taliaferro County, Georgia",1665,13,265
"Talladega County, Alabama",80565,01,121
"Tallahatchie County, Mississippi",14361,28,135
"Tallapoosa County, Alabama",40636,01,123
"Tama County, Iowa",17136,19,171
"Taney County, Missouri",54720,29,213
"Tangipahoa Parish, Louisiana",130504,22,105
"Taos County, New Mexico",32888,35,055
"Tarrant County, Texas",2019977,48,439
"Tate County, Mississippi",28493,28,137
"Tattnall County, Georgia",25353,13,267
"Taylor County, Florida",22098,12,123
"Taylor County, Georgia",8193,13,269
"Taylor County, Iowa",6201,19,173
"Taylor County, Kentucky",25500,21,217
"Taylor County, Texas",136348,48,441
"Taylor County, West Virginia",16951,54,091
"Taylor County, Wisconsin",20356,55,119
"Tazewell County, Illinois",133852,17,179
"Tazewell County, Virginia",42080,51,185
"Tehama County, California",63373,06,103
"Telfair County, Georgia",16115,13,271
"Teller County, Colorado",24113,08,119
"Tensas Parish, Louisiana",4666,22,107
"Terrebonne Parish, Louisiana",112587,22,109
"Terrell County, Georgia",8859,13,273
"Terrell County, Texas",862,48,443
"Terry County, Texas",12615,48,445
